
Wavelength	SpectralRadiance
1.00e-07	4.99e+07
1.25e-07	3.03e+09
1.49e-07	4.03e+10
1.74e-07	2.03e+11
1.98e-07	8.14e+11
2.23e-07	1.77e+12
2.48e-07	3.31e+12
2.72e-07	5.70e+12
2.97e-07	8.83e+12
3.22e-07	1.07e+13
3.46e-07	1.06e+13
3.71e-07	1.33e+13
3.95e-07	1.32e+13
4.20e-07	1.72e+13
4.45e-07	1.84e+13
4.69e-07	2.05e+13
4.94e-07	1.83e+13
5.19e-07	1.88e+13
5.43e-07	2.10e+13
5.68e-07	2.18e+13
5.92e-07	2.05e+13
6.17e-07	1.80e+13
6.42e-07	1.68e+13
6.66e-07	1.72e+13
6.91e-07	1.58e+13
7.16e-07	1.65e+13
7.40e-07	1.66e+13
7.65e-07	1.40e+13
7.89e-07	1.50e+13
8.14e-07	1.22e+13
8.39e-07	1.20e+13
8.63e-07	1.30e+13
8.88e-07	9.98e+12
9.13e-07	1.11e+13
9.37e-07	1.04e+13
9.62e-07	1.04e+13
9.86e-07	9.85e+12
1.01e-06	9.24e+12
1.04e-06	8.19e+12
1.06e-06	8.58e+12
1.08e-06	6.96e+12
1.11e-06	6.87e+12
1.13e-06	6.73e+12
1.16e-06	8.12e+12
1.18e-06	6.13e+12
1.21e-06	5.55e+12
1.23e-06	4.95e+12
1.26e-06	5.57e+12
1.28e-06	5.12e+12
1.31e-06	5.26e+12
1.33e-06	4.37e+12
1.36e-06	4.35e+12
1.38e-06	3.87e+12
1.41e-06	4.61e+12
1.43e-06	4.25e+12
1.45e-06	3.07e+12
1.48e-06	3.04e+12
1.50e-06	4.22e+12
1.53e-06	2.90e+12
1.55e-06	2.73e+12
1.58e-06	2.80e+12
1.60e-06	2.87e+12
1.63e-06	2.47e+12
1.65e-06	2.67e+12
1.68e-06	2.58e+12
1.70e-06	2.12e+12
1.73e-06	1.99e+12
1.75e-06	2.26e+12
1.77e-06	2.08e+12
1.80e-06	1.77e+12
1.82e-06	1.65e+12
1.85e-06	1.53e+12
1.87e-06	1.72e+12
1.90e-06	1.76e+12
1.92e-06	1.58e+12
1.95e-06	1.41e+12
1.97e-06	1.40e+12
2.00e-06	1.64e+12
2.02e-06	1.53e+12
2.05e-06	1.16e+12
2.07e-06	1.08e+12
2.09e-06	1.18e+12
2.12e-06	1.15e+12
2.14e-06	1.13e+12
2.17e-06	1.14e+12
2.19e-06	1.04e+12
2.22e-06	8.87e+11
2.24e-06	1.01e+12
2.27e-06	8.59e+11
2.29e-06	7.10e+11
2.32e-06	8.79e+11
2.34e-06	7.18e+11
2.37e-06	7.85e+11
2.39e-06	7.65e+11
2.41e-06	7.93e+11
2.44e-06	8.60e+11
2.46e-06	7.23e+11
2.49e-06	6.15e+11
2.51e-06	6.46e+11
2.54e-06	6.97e+11
2.56e-06	6.47e+11
2.59e-06	6.38e+11
2.61e-06	5.31e+11
2.64e-06	5.34e+11
2.66e-06	6.13e+11
2.69e-06	5.41e+11
2.71e-06	5.03e+11
2.73e-06	5.69e+11
2.76e-06	4.42e+11
2.78e-06	5.40e+11
2.81e-06	4.03e+11
2.83e-06	4.59e+11
2.86e-06	3.61e+11
2.88e-06	4.33e+11
2.91e-06	3.69e+11
2.93e-06	3.54e+11
2.96e-06	4.27e+11
2.98e-06	4.20e+11
3.01e-06	3.56e+11
3.03e-06	3.18e+11
3.05e-06	3.08e+11
3.08e-06	2.98e+11
3.10e-06	2.84e+11
3.13e-06	2.87e+11
3.15e-06	2.92e+11
3.18e-06	3.20e+11
3.20e-06	3.00e+11
3.23e-06	2.90e+11
3.25e-06	2.89e+11
3.28e-06	2.40e+11
3.30e-06	2.62e+11
3.33e-06	2.28e+11
3.35e-06	2.61e+11
3.37e-06	2.53e+11
3.40e-06	1.97e+11
3.42e-06	2.31e+11
3.45e-06	2.10e+11
3.47e-06	2.18e+11
3.50e-06	2.32e+11
3.52e-06	1.94e+11
3.55e-06	1.55e+11
3.57e-06	1.92e+11
3.60e-06	1.77e+11
3.62e-06	1.97e+11
3.65e-06	1.60e+11
3.67e-06	1.65e+11
3.69e-06	1.75e+11
3.72e-06	1.56e+11
3.74e-06	1.45e+11
3.77e-06	1.34e+11
3.79e-06	1.72e+11
3.82e-06	1.29e+11
3.84e-06	1.59e+11
3.87e-06	1.53e+11
3.89e-06	1.43e+11
3.92e-06	1.24e+11
3.94e-06	1.30e+11
3.97e-06	1.16e+11
3.99e-06	1.25e+11
4.02e-06	1.25e+11
4.04e-06	1.18e+11
4.06e-06	1.37e+11
4.09e-06	1.35e+11
4.11e-06	1.12e+11
4.14e-06	1.03e+11
4.16e-06	1.11e+11
4.19e-06	1.13e+11
4.21e-06	1.02e+11
4.24e-06	1.10e+11
4.26e-06	1.30e+11
4.29e-06	9.16e+10
4.31e-06	9.41e+10
4.34e-06	1.05e+11
4.36e-06	8.42e+10
4.38e-06	1.10e+11
4.41e-06	8.63e+10
4.43e-06	8.00e+10
4.46e-06	8.81e+10
4.48e-06	7.51e+10
4.51e-06	7.37e+10
4.53e-06	8.37e+10
4.56e-06	6.79e+10
4.58e-06	7.96e+10
