
Wavelength	SpectralRadiance
1.00e-07	1.67e+05
1.25e-07	3.38e+07
1.49e-07	8.91e+08
1.74e-07	8.71e+09
1.98e-07	4.09e+10
2.23e-07	1.25e+11
2.48e-07	2.99e+11
2.72e-07	6.55e+11
2.97e-07	1.11e+12
3.22e-07	1.70e+12
3.46e-07	2.17e+12
3.71e-07	2.86e+12
3.95e-07	3.40e+12
4.20e-07	4.44e+12
4.45e-07	5.31e+12
4.69e-07	6.74e+12
4.94e-07	6.42e+12
5.19e-07	6.61e+12
5.43e-07	7.53e+12
5.68e-07	8.38e+12
5.92e-07	7.34e+12
6.17e-07	6.84e+12
6.42e-07	7.06e+12
6.66e-07	6.72e+12
6.91e-07	7.90e+12
7.16e-07	7.79e+12
7.40e-07	7.32e+12
7.65e-07	6.68e+12
7.89e-07	7.25e+12
8.14e-07	6.18e+12
8.39e-07	6.30e+12
8.63e-07	6.38e+12
8.88e-07	5.95e+12
9.13e-07	5.34e+12
9.37e-07	5.70e+12
9.62e-07	5.12e+12
9.86e-07	4.02e+12
1.01e-06	5.38e+12
1.04e-06	4.95e+12
1.06e-06	4.83e+12
1.08e-06	4.38e+12
1.11e-06	4.62e+12
1.13e-06	4.25e+12
1.16e-06	3.98e+12
1.18e-06	4.17e+12
1.21e-06	3.58e+12
1.23e-06	3.03e+12
1.26e-06	3.27e+12
1.28e-06	3.10e+12
1.31e-06	3.12e+12
1.33e-06	3.16e+12
1.36e-06	2.92e+12
1.38e-06	2.54e+12
1.41e-06	2.19e+12
1.43e-06	2.77e+12
1.45e-06	2.30e+12
1.48e-06	2.12e+12
1.50e-06	2.00e+12
1.53e-06	2.33e+12
1.55e-06	1.70e+12
1.58e-06	1.86e+12
1.60e-06	1.56e+12
1.63e-06	1.66e+12
1.65e-06	1.52e+12
1.68e-06	1.62e+12
1.70e-06	1.97e+12
1.73e-06	1.40e+12
1.75e-06	1.20e+12
1.77e-06	1.40e+12
1.80e-06	1.21e+12
1.82e-06	1.29e+12
1.85e-06	1.28e+12
1.87e-06	1.05e+12
1.90e-06	1.04e+12
1.92e-06	1.04e+12
1.95e-06	9.07e+11
1.97e-06	9.84e+11
2.00e-06	1.05e+12
2.02e-06	1.05e+12
2.05e-06	9.58e+11
2.07e-06	7.49e+11
2.09e-06	7.47e+11
2.12e-06	8.03e+11
2.14e-06	8.82e+11
2.17e-06	8.29e+11
2.19e-06	6.31e+11
2.22e-06	7.13e+11
2.24e-06	5.97e+11
2.27e-06	5.97e+11
2.29e-06	5.42e+11
2.32e-06	7.44e+11
2.34e-06	6.26e+11
2.37e-06	6.16e+11
2.39e-06	4.78e+11
2.41e-06	4.98e+11
2.44e-06	4.53e+11
2.46e-06	4.73e+11
2.49e-06	5.49e+11
2.51e-06	5.22e+11
2.54e-06	5.03e+11
2.56e-06	3.99e+11
2.59e-06	4.36e+11
2.61e-06	3.55e+11
2.64e-06	3.74e+11
2.66e-06	4.05e+11
2.69e-06	3.23e+11
2.71e-06	3.68e+11
2.73e-06	3.31e+11
2.76e-06	3.61e+11
2.78e-06	3.00e+11
2.81e-06	3.63e+11
2.83e-06	3.24e+11
2.86e-06	2.94e+11
2.88e-06	2.96e+11
2.91e-06	2.88e+11
2.93e-06	2.59e+11
2.96e-06	2.68e+11
2.98e-06	2.83e+11
3.01e-06	2.61e+11
3.03e-06	2.29e+11
3.05e-06	2.49e+11
3.08e-06	2.04e+11
3.10e-06	1.98e+11
3.13e-06	2.12e+11
3.15e-06	2.35e+11
3.18e-06	2.35e+11
3.20e-06	2.01e+11
3.23e-06	2.09e+11
3.25e-06	1.79e+11
3.28e-06	1.96e+11
3.30e-06	1.73e+11
3.33e-06	1.82e+11
3.35e-06	1.67e+11
3.37e-06	1.61e+11
3.40e-06	1.86e+11
3.42e-06	1.68e+11
3.45e-06	1.81e+11
3.47e-06	1.56e+11
3.50e-06	1.59e+11
3.52e-06	1.33e+11
3.55e-06	1.62e+11
3.57e-06	1.41e+11
3.60e-06	1.36e+11
3.62e-06	1.26e+11
3.65e-06	1.45e+11
3.67e-06	1.24e+11
3.69e-06	1.35e+11
3.72e-06	1.23e+11
3.74e-06	1.17e+11
3.77e-06	1.05e+11
3.79e-06	1.16e+11
3.82e-06	1.11e+11
3.84e-06	1.25e+11
3.87e-06	1.02e+11
3.89e-06	9.80e+10
3.92e-06	9.47e+10
